univerity_id,total_number_of_ratings_i,averageeasyscore_rf,pk_id,averageratingscore_rf,teacherfirstname_t,averagehelpfulscore_rf,averageclarityscore_rf,teacherlastname_t,teacher_profile
1389,3,5.0,825100,3.67,Marvin,4.33,3.0,Gordon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=825100
1389,3,3.0,1703233,4.5,Jason,4.0,5.0,Goulah,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1703233
1389,3,1.33,395674,4.67,Michael,4.33,5.0,Green,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=395674
1389,3,3.0,1995095,3.7,Robert,3.7,3.7,Greene,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1995095
1389,3,2.7,1992298,3.4,Robert ,3.7,3.0,Gross,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1992298
1389,3,2.0,1955312,2.0,Miguel,2.7,1.3,Gualdron,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1955312
1389,3,1.7,1989991,1.1,Mike,1.0,1.3,Gutierrez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1989991
1389,3,4.67,856494,4.67,James,4.67,4.67,Haefner,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=856494
1389,3,4.67,567486,3.5,Susan,3.67,3.33,Hahn,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=567486
1389,3,4.0,356757,4.83,Troy,5.0,4.67,Harden,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=356757
1389,3,3.67,515224,4.5,Kristin,4.67,4.33,Hardy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=515224
1389,3,4.0,920557,3.83,Deborah,4.0,3.67,Heitner,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=920557
1389,3,2.33,1644035,3.33,Joseph,3.33,3.33,Hemmerling,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1644035
1389,3,4.0,1982899,5.0,Charles,5.0,5.0,Hickey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1982899
1389,3,4.0,1105612,4.67,Mary Ann,4.67,4.67,Hocter,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1105612
1389,3,3.3,1847627,4.7,Seth,4.7,4.7,Horning,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1847627
1389,3,3.7,1950180,4.2,Jordan,4.0,4.3,Horwath ,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1950180
1389,3,4.67,609805,4.83,Shannon,5.0,4.67,Howe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=609805
1389,3,4.7,1633393,3.5,Donald,3.7,3.3,Hymans,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1633393
1389,3,4.67,1178280,5.0,Kathleen,5.0,5.0,Jackson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1178280
1389,3,3.33,1688034,4.5,Katharine,5.0,4.0,Jager,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1688034
1389,3,3.3,1769741,3.7,Rajul,3.7,3.7,Jain,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1769741
1389,3,3.67,1417189,4.5,Li,5.0,4.0,Jin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1417189
1389,3,2.0,1188576,2.83,Kimberly,3.0,2.67,Johns,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1188576
1389,3,3.0,1264864,1.83,O'Donavan,2.0,1.67,Johnson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264864
1389,3,4.33,880850,2.83,Mary,3.0,2.67,Kaczarmorowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=880850
1389,3,3.0,1348517,4.0,Marty,4.0,4.0,Kalin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1348517
1389,3,2.3,1991175,3.4,Timothy,3.7,3.0,Kane,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1991175
1389,3,4.33,961314,3.0,Clara,2.67,3.33,Kaplan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=961314
1389,3,3.0,1552760,3.67,Paul,3.67,3.67,Katauskas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1552760
1389,3,2.3,1955724,3.4,Maggie,3.7,3.0,Kaufmann,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1955724
1389,3,4.7,1764586,4.2,Donna,4.3,4.0,Kiel,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1764586
1389,3,2.33,1902912,2.5,Deleshia,2.67,2.33,Kinney,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1902912
1389,3,3.33,1953750,4.33,Kendra,4.33,4.33,Knight,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1953750
1389,3,4.0,1102898,2.83,Steve,3.0,2.67,Kosiba,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1102898
1389,3,4.0,1242278,3.17,Brandon,2.33,4.0,Krieg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1242278
1389,3,3.0,1693939,4.83,John,5.0,4.67,Kristoff,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1693939
1389,3,2.33,1136483,2.5,Michael,2.33,2.67,Lacy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1136483
1389,3,5.0,1681312,4.8,April,4.7,5.0,Lane,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1681312
1389,3,4.33,946324,2.17,Jana,2.0,2.33,Langston,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=946324
1389,3,3.0,624276,3.17,Owen,2.67,3.67,Lavin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=624276
1389,3,3.0,957039,2.0,Reginald,2.0,2.0,Lawrence,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=957039
1389,3,3.7,1930200,4.2,Mark,4.7,3.7,Lazio,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1930200
1389,3,1.67,1104469,3.5,Jeffrey,4.0,3.0,Link,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1104469
1389,3,4.0,1028171,4.0,Renata,3.33,4.67,Lurye,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1028171
1389,3,4.67,546679,4.5,John,4.67,4.33,Majer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=546679
1389,3,3.33,1014497,4.5,Sara,4.33,4.67,Malinowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1014497
1389,3,3.0,896691,4.5,L. Joyce,4.67,4.33,Mariano,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=896691
1389,3,4.0,1984995,4.8,Eric,5.0,4.7,Marsh,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1984995
1389,3,3.67,929021,4.17,Tanya,5.0,3.33,Maus,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=929021
1389,3,4.0,958812,4.33,Jana,4.33,4.33,McAuliffe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=958812
1389,3,2.67,276172,4.0,Joanne,3.67,4.33,McCrory,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=276172
1389,3,2.33,369438,3.0,David,2.67,3.33,McGill,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=369438
1389,3,4.33,1255227,4.83,Therese,4.67,5.0,McGinnis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1255227
1389,3,3.67,923866,3.33,Mary,3.33,3.33,McGuiness,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=923866
1389,3,2.67,1144099,3.67,Carol,3.67,3.67,McGurry,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1144099
1389,3,3.33,167147,4.83,Ev,4.67,5.0,Meade,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=167147
1389,3,3.67,745707,3.5,Arlene,3.67,3.33,Michna,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=745707
1389,3,3.33,917152,4.83,Lisa,5.0,4.67,Mohoney,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=917152
1389,3,4.0,1929393,3.6,Hector,3.3,4.0,Morales,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1929393
1389,3,4.0,1928112,5.0,Scott,5.0,5.0,Moringiello,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1928112
1389,3,3.0,763203,3.0,Effat,3.33,2.67,Moussa,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=763203
1389,3,3.67,1843574,5.0,Omer,5.0,5.0,Mozaffar,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1843574
1389,3,2.67,1265821,4.83,Sean,5.0,4.67,Murphy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1265821
1389,3,5.0,761194,4.5,Dernard,4.33,4.67,Newell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=761194
1389,3,3.7,1702862,4.0,Diane,4.3,3.7,Nititham,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1702862
1389,3,1.3,1929172,1.3,Jon,1.3,1.3,Norman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1929172
1389,3,3.33,361020,4.83,Peter,4.67,5.0,O'Leary,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=361020
1389,3,3.33,1119056,3.67,Achy,3.67,3.67,Obejas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1119056
1389,3,4.33,1101499,3.83,Laurel,3.67,4.0,Ofstein,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1101499
1389,3,4.33,546993,3.33,Patrick,2.67,4.0,Ottensmeyer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=546993
1389,3,4.67,1609962,3.83,Massimo,3.67,4.0,Pacilli,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1609962
1389,3,4.0,1843412,4.7,Christopher,4.7,4.7,Parrish,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1843412
1389,3,3.33,1854040,4.5,Tamara,4.33,4.67,Poole,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1854040
1389,3,3.33,792842,3.17,Rachel,3.33,3.0,Powers,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=792842
1389,3,3.7,1855295,1.6,Kathleen,2.0,1.3,Prunty,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1855295
1389,3,3.0,1116707,2.83,Thomas,2.0,3.67,Pyra,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1116707
1389,3,3.33,958492,1.5,Michael,1.33,1.67,Quaintance,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=958492
1389,3,4.67,1586654,4.5,George,4.33,4.67,Rafeedie,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1586654
1389,3,4.0,1567693,4.7,Sherri,4.7,4.7,Replogle,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1567693
1389,3,3.0,1670826,3.6,Andre,4.0,3.3,Reynolds,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1670826
1389,3,3.67,1354445,4.5,Kathleen,4.33,4.67,Richgels,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1354445
1389,3,1.67,956404,3.0,James,3.0,3.0,Riordan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=956404
1389,3,4.0,1899235,4.33,Alaric,4.33,4.33,Rocha,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1899235
1389,3,3.67,574392,5.0,Howard,5.0,5.0,Rosing,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=574392
1389,3,2.33,1341283,2.17,Madalina,2.67,1.67,Rujoi Lau,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1341283
1389,3,4.67,1269433,4.33,Katherine,4.33,4.33,Ryan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1269433
1389,3,4.67,1282331,1.5,Gary,1.67,1.33,Rye,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1282331
1389,3,3.3,1339546,3.7,Ana Martin,3.7,3.7,Sagredo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1339546
1389,3,2.7,1981440,3.3,Amy,3.3,3.3,Schwartz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1981440
1389,3,2.67,1883641,1.5,Errol,1.33,1.67,Shavers,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1883641
1389,3,2.33,1363003,2.67,Shurita,2.0,3.33,Shenoy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1363003
1389,3,3.0,1403966,3.5,Megan,3.67,3.33,Sholar,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1403966
1389,3,3.3,1797599,4.8,David,5.0,4.7,Sieren,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1797599
1389,3,3.67,82473,2.5,Sylivia,2.67,2.33,Silvero,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=82473
1389,3,4.67,1387048,1.33,Mark,1.0,1.67,Simon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1387048
1389,3,2.67,1062038,1.67,Kai,1.33,2.0,Sorensen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1062038
1389,3,4.0,1790056,4.5,Thomas,5.0,4.0,Speltz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1790056
1389,3,3.33,1879934,5.0,Perrin,5.0,5.0,Stamatis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1879934
1389,3,4.7,1838022,4.8,Miranda,4.7,5.0,Standberry-Wallace,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1838022
1389,3,5.0,1984055,5.0,Ann,5.0,5.0,Stanford,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1984055
1389,3,2.0,1838344,3.0,Stephen,3.3,2.7,Stanhope,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1838344
1389,3,1.0,612548,1.67,David,1.67,1.67,Steiger,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=612548
1389,3,4.33,1833648,3.83,Hartwig,3.67,4.0,Stein,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1833648
1389,3,5.0,1987125,4.5,Carolina,5.0,4.0,Sternberg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1987125
1389,3,3.3,1995209,3.5,Sue,3.7,3.3,Sundar,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1995209
1389,3,4.0,737783,4.67,Samuel,4.67,4.67,Sweet,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=737783
1389,3,1.67,1730566,2.0,Patricia,2.33,1.67,Szcerba,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1730566
1389,3,4.0,1992769,3.6,Diane,3.3,4.0,Tarkowski,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1992769
1389,3,2.33,818208,5.0,Mark,5.0,5.0,Tawney,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=818208
1389,3,2.7,1942919,2.9,Emily,3.0,2.7,Tedrowe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1942919
1389,3,2.3,1908498,4.5,Joseph,4.7,4.3,Thompson,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1908498
1389,3,3.67,1099879,4.0,Rachael,4.0,4.0,Tiffe,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1099879
1389,3,4.67,1485171,4.83,Nathan,5.0,4.67,Todd,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1485171
1389,3,4.67,989554,5.0,Jessica,5.0,5.0,Tornell-Presto,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=989554
1389,3,2.0,1929651,4.83,Georgianna,4.67,5.0,Torres Reyes,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1929651
1389,3,3.7,999284,4.7,Shirlen,5.0,4.3,Triplett,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=999284
1389,3,4.33,1265658,2.33,Jane,2.0,2.67,Turk,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1265658
1389,3,3.67,1250201,4.67,Ian,4.67,4.67,Turnbull,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1250201
1389,3,4.67,1271853,5.0,Stu,5.0,5.0,Vass,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1271853
1389,3,3.33,995800,3.17,Cindy,3.0,3.33,Veldhuis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=995800
1389,3,4.0,1986361,4.5,Kelley,5.0,4.0,Walczak,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1986361
1389,3,3.3,1995520,4.0,Elyse ,4.0,4.0,Warren,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1995520
1389,3,4.3,1904554,4.8,Geoffrey,4.7,5.0,Wetherell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904554
1389,3,4.7,1797589,5.0,Stephanie,5.0,5.0,Whitney,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1797589
1389,3,4.33,819171,5.0,Julie,5.0,5.0,Wiejak,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=819171
1389,3,2.0,1852495,1.6,Ryan,2.3,1.0,Wiemeyer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1852495
1389,3,3.0,1979673,4.5,Julia,4.0,5.0,Woesthoff,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1979673
1389,3,3.33,1546818,5.0,Kathryn,5.0,5.0,Wozniak,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1546818
1389,3,2.0,603828,2.83,Pushpa,3.33,2.33,Yadav,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=603828
1389,3,3.67,730523,1.67,Minwah,2.33,1.0,Yang,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=730523
1389,3,3.0,761408,5.0,Nan,5.0,5.0,Zabriskie,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=761408
1389,3,4.67,1644617,4.83,Amy,5.0,4.67,Zaher,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1644617
1389,3,2.0,580137,3.67,Endy,3.33,4.0,Zemenides,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=580137
1389,3,2.7,1930108,4.7,Michael ,4.3,5.0,Zilis ,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1930108
1389,2,4.5,1719165,4.25,Pitrizza,4.5,4.0,Accera,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1719165
1389,2,5.0,1114674,5.0,Monica,5.0,5.0,Adams,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1114674
1389,2,3.0,1584028,3.25,Julie,3.0,3.5,Adrianapoli,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1584028
1389,2,2.0,1941154,2.8,David,3.0,2.5,Akbar-Gilliam,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1941154
1389,2,2.0,867729,2.0,Shakil,2.5,1.5,Akhtar,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=867729
1389,2,3.5,1223340,4.5,Coray,4.5,4.5,Ames,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1223340
1389,2,4.5,1099393,4.75,Mohamed,5.0,4.5,Amezziane,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1099393
1389,2,4.5,813116,4.75,Kalliopi,5.0,4.5,Antoniou,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=813116
1389,2,4.0,1748959,4.5,Anthony,4.5,4.5,Arena,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1748959
1389,2,5.0,1991461,5.0,Jerica,5.0,5.0,Arents,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1991461
1389,2,2.5,1350213,2.5,Eduardo,2.5,2.5,Arocho,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1350213
1389,2,4.5,1671713,4.75,Meghann,4.5,5.0,Artes,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1671713
1389,2,3.5,1985428,4.0,Enrico,3.5,4.5,Au-Yeung,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985428
1389,2,3.5,1788005,2.5,Laura,2.5,2.5,Aydelotte,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1788005
1389,2,4.0,1534394,2.0,Carolyn,2.0,2.0,Baca,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1534394
1389,2,1.5,1985978,2.8,Irv,4.0,1.5,Badr,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1985978
1389,2,4.5,900899,5.0,Colleen,5.0,5.0,Baldino,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=900899
1389,2,5.0,854510,3.0,Fernando,3.0,3.0,Barajas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=854510
1389,2,2.0,1944552,3.5,Matt ,3.5,3.5,Baumann,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1944552
1389,2,3.5,1540834,5.0,Devin,5.0,5.0,Bell,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1540834
1389,2,3.5,1686135,4.25,Michael,4.5,4.0,Bennett,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1686135
1389,2,3.5,1656287,2.5,Alex,2.5,2.5,Bevan,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1656287
1389,2,3.5,1885058,3.3,Shikovie,3.5,3.0,Biakolo,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1885058
1389,2,3.0,763043,3.0,Craig,3.0,3.0,Blazer,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=763043
1389,2,4.0,579431,3.0,Marian,3.0,3.0,Bohen,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=579431
1389,2,3.0,1850272,3.5,Katie,3.0,4.0,Booth,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1850272
1389,2,3.0,1137993,4.0,Lena,3.0,5.0,Booth,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1137993
1389,2,3.0,1970051,3.8,Barrie,4.0,3.5,Borich,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1970051
1389,2,4.5,1188407,5.0,Katie,5.0,5.0,Brick,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1188407
1389,2,2.0,1694001,5.0,Rick,5.0,5.0,Brown,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1694001
1389,2,3.0,1937066,4.8,Shanique,5.0,4.5,Brown,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1937066
1389,2,3.0,1571356,2.5,Dale,3.0,2.0,Buchholz,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1571356
1389,2,3.0,1988422,4.3,Jeffrey,4.5,4.0,Burnham,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1988422
1389,2,4.0,1026317,4.75,Phyllis,5.0,4.5,Burstein,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1026317
1389,2,4.5,1656258,4.25,Noah,5.0,3.5,Butler,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1656258
1389,2,1.0,1700737,1.25,Robert,1.0,1.5,Byelich,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1700737
1389,2,4.0,2040742,4.5,Liliane,4.0,5.0,Calfee,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=2040742
1389,2,2.5,1550040,1.25,Laura,1.0,1.5,Carroll,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1550040
1389,2,2.5,1854648,4.0,David,4.5,3.5,Chack,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1854648
1389,2,5.0,1981045,4.8,Reda,5.0,4.5,Chafai,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1981045
1389,2,4.0,1102638,3.75,Theresa,4.0,3.5,Chu,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1102638
1389,2,5.0,2018970,5.0,Sheila,5.0,5.0,Clancy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018970
1389,2,3.5,359151,3.75,Nancy,4.0,3.5,Clum,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=359151
1389,2,4.0,1848385,2.5,Vanessa,2.5,2.5,Coffman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1848385
1389,2,3.0,1115539,2.5,Elizabeth,2.5,2.5,Coller,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1115539
1389,2,1.5,1323902,1.5,Ludovic,1.5,1.5,Comeau,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1323902
1389,2,2.5,928111,1.0,Ruth,1.0,1.0,Cook,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=928111
1389,2,5.0,1880453,4.8,Santiago,4.5,5.0,Cortez,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1880453
1389,2,3.5,484257,5.0,Sheldon,5.0,5.0,Cotler,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=484257
1389,2,3.5,1476150,5.0,Robert,5.0,5.0,Cronberg,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1476150
1389,2,3.0,1856950,5.0,Kamilah,5.0,5.0,Cummings,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1856950
1389,2,2.0,1222065,1.5,John,1.0,2.0,Curtin,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1222065
1389,2,1.0,1918869,2.5,Daniel,3.0,2.0,Daniele,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1918869
1389,2,2.5,566467,3.0,Keren,3.0,3.0,Darmon,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=566467
1389,2,3.5,1587749,2.8,Natalie,3.0,2.5,Davila,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1587749
1389,2,1.0,1674374,1.0,Steven,1.0,1.0,Davis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1674374
1389,2,4.5,1933386,4.5,Trina,5.0,4.0,Davis,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1933386
1389,2,2.5,1983562,3.0,Daniela ,3.5,2.5,Defrino,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1983562
1389,2,3.0,337995,3.0,Mary,3.0,3.0,Delgado,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=337995
1389,2,3.0,1422239,4.5,Paula,4.5,4.5,Dempsey,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1422239
1389,2,3.0,625991,3.0,John,3.0,3.0,Denman,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=625991
1389,2,3.5,959558,3.0,Donald,4.0,2.0,Devitt,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=959558
1389,2,3.5,591623,4.75,Adams,4.5,5.0,Diane,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=591623
1389,2,5.0,1422305,5.0,Ovidiu,5.0,5.0,Dobria,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1422305
1389,2,4.5,466468,2.25,Mark,2.0,2.5,Doyle,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=466468
1389,2,5.0,2019465,5.0,Travis,5.0,5.0,Duffield,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=2019465
1389,2,1.0,1802066,1.75,Sophia,1.5,2.0,Duffy,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1802066
1389,2,2.5,1729545,1.25,Daryl,1.0,1.5,Dugas,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729545
1389,2,2.5,926292,2.5,Emily,2.5,2.5,Dupre,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=926292
1389,2,4.5,1855656,4.5,Zachary,4.5,4.5,Edmonds,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=1855656
1389,2,3.0,2023442,4.0,Evan,4.5,3.5,Edwards,http://www.ratemyprofessors.com/ShowRatings.jsp?tid=2023442
